title,detail,dueAt,isComplete
"Code review 185","Water indoor plants.","",false
"Database migration 185","Take dog for a walk in the park.","",false
"Feed the fish 186","Create slides for presentation.","2026-08-11T04:00:00.000Z",true
"Wash my clothes 186","Review code for security issues.","",false
"Buy groceries 186","Migrate data to new database.","",false
"Call mom 186","","",true
"Review pull requests 186","The fish is hungry so give him some food.","",false
"Update documentation 186","Need to wash all dirty clothes before Friday.","2026-01-27T05:00:00.000Z",true
"Fix bugs 186","Buy milk, eggs, bread, and vegetables.","",true
"Write tests 186","Call to catch up and discuss plans.","",true
"Deploy application 186","Check and approve pending pull requests.","",true
"Backup database 186","Update API documentation with new endpoints.","",false
"Schedule meeting 186","Fix critical bugs reported by users.","2026-02-19T05:00:00.000Z",true
"Send email 186","Write unit tests for new features.","",false
"Pay bills 186","Deploy latest version to production.","",true
"Clean house 186","Backup all important database records.","",false
"Exercise 186","Schedule meeting with team leads.","",true
"Read book 186","Send follow-up email to clients.","2026-01-10T05:00:00.000Z",false
"Learn new skill 186","Pay rent and utility bills.","",false
"Organize files 186","Deep clean the house.","",false
"Update resume 186","Go for a 30-minute jog or run.","",false
"Plan vacation 186","Finish reading current book.","",true
"Water plants 186","Learn React or Vue.js fundamentals.","2026-02-24T05:00:00.000Z",false
"Walk the dog 186","Organize project files and folders.","",false
"Prepare presentation 186","Update resume with recent projects.","",false
"Code review 186","Book flights and hotel for vacation.","",false
"Database migration 186","Water indoor plants.","",false
"Feed the fish 187","Take dog for a walk in the park.","2026-02-17T05:00:00.000Z",true
"Wash my clothes 187","Create slides for presentation.","",true
"Buy groceries 187","Review code for security issues.","",false
"Call mom 187","Migrate data to new database.","",false
"Review pull requests 187","","",false
"Update documentation 187","The fish is hungry so give him some food.","2026-02-09T05:00:00.000Z",false
"Fix bugs 187","Need to wash all dirty clothes before Friday.","",false
"Write tests 187","Buy milk, eggs, bread, and vegetables.","",true
"Deploy application 187","Call to catch up and discuss plans.","",false
"Backup database 187","Check and approve pending pull requests.","",false
"Schedule meeting 187","Update API documentation with new endpoints.","2026-10-22T04:00:00.000Z",false
"Send email 187","Fix critical bugs reported by users.","",false
"Pay bills 187","Write unit tests for new features.","",false
"Clean house 187","Deploy latest version to production.","",false
"Exercise 187","Backup all important database records.","",false
"Read book 187","Schedule meeting with team leads.","2026-11-21T05:00:00.000Z",false
"Learn new skill 187","Send follow-up email to clients.","",true
"Organize files 187","Pay rent and utility bills.","",false
"Update resume 187","Deep clean the house.","",false
"Plan vacation 187","Go for a 30-minute jog or run.","",false
"Water plants 187","Finish reading current book.","2026-06-14T04:00:00.000Z",false
"Walk the dog 187","Learn React or Vue.js fundamentals.","",false
"Prepare presentation 187","Organize project files and folders.","",true
"Code review 187","Update resume with recent projects.","",false
"Database migration 187","Book flights and hotel for vacation.","",false
"Feed the fish 188","Water indoor plants.","2026-11-15T05:00:00.000Z",true
"Wash my clothes 188","Take dog for a walk in the park.","",false
"Buy groceries 188","Create slides for presentation.","",false
"Call mom 188","Review code for security issues.","",false
"Review pull requests 188","Migrate data to new database.","",false
"Update documentation 188","","2026-06-20T04:00:00.000Z",false
"Fix bugs 188","The fish is hungry so give him some food.","",false
"Write tests 188","Need to wash all dirty clothes before Friday.","",false
"Deploy application 188","Buy milk, eggs, bread, and vegetables.","",false
"Backup database 188","Call to catch up and discuss plans.","",false
"Schedule meeting 188","Check and approve pending pull requests.","2026-12-30T05:00:00.000Z",false
"Send email 188","Update API documentation with new endpoints.","",false
"Pay bills 188","Fix critical bugs reported by users.","",true
"Clean house 188","Write unit tests for new features.","",false
"Exercise 188","Deploy latest version to production.","",false
"Read book 188","Backup all important database records.","2026-12-12T05:00:00.000Z",false
"Learn new skill 188","Schedule meeting with team leads.","",false
"Organize files 188","Send follow-up email to clients.","",false
"Update resume 188","Pay rent and utility bills.","",false
"Plan vacation 188","Deep clean the house.","",false
"Water plants 188","Go for a 30-minute jog or run.","2026-10-21T04:00:00.000Z",true
"Walk the dog 188","Finish reading current book.","",false
"Prepare presentation 188","Learn React or Vue.js fundamentals.","",true
"Code review 188","Organize project files and folders.","",false
"Database migration 188","Update resume with recent projects.","",true
"Feed the fish 189","Book flights and hotel for vacation.","2026-11-01T04:00:00.000Z",false
"Wash my clothes 189","Water indoor plants.","",true
"Buy groceries 189","Take dog for a walk in the park.","",true
"Call mom 189","Create slides for presentation.","",true
"Review pull requests 189","Review code for security issues.","",true
"Update documentation 189","Migrate data to new database.","2026-08-09T04:00:00.000Z",false
"Fix bugs 189","","",true
"Write tests 189","The fish is hungry so give him some food.","",true
"Deploy application 189","Need to wash all dirty clothes before Friday.","",false
"Backup database 189","Buy milk, eggs, bread, and vegetables.","",false
"Schedule meeting 189","Call to catch up and discuss plans.","2026-06-11T04:00:00.000Z",false
"Send email 189","Check and approve pending pull requests.","",false
"Pay bills 189","Update API documentation with new endpoints.","",false
"Clean house 189","Fix critical bugs reported by users.","",false
"Exercise 189","Write unit tests for new features.","",true
"Read book 189","Deploy latest version to production.","2026-09-26T04:00:00.000Z",false
"Learn new skill 189","Backup all important database records.","",false
"Organize files 189","Schedule meeting with team leads.","",false
"Update resume 189","Send follow-up email to clients.","",false
"Plan vacation 189","Pay rent and utility bills.","",true
"Water plants 189","Deep clean the house.","2026-09-24T04:00:00.000Z",true
"Walk the dog 189","Go for a 30-minute jog or run.","",false
"Prepare presentation 189","Finish reading current book.","",false
"Code review 189","Learn React or Vue.js fundamentals.","",false
"Database migration 189","Organize project files and folders.","",true
"Feed the fish 190","Update resume with recent projects.","2026-02-27T05:00:00.000Z",false
"Wash my clothes 190","Book flights and hotel for vacation.","",false
"Buy groceries 190","Water indoor plants.","",true
"Call mom 190","Take dog for a walk in the park.","",false
"Review pull requests 190","Create slides for presentation.","",false
"Update documentation 190","Review code for security issues.","2026-01-09T05:00:00.000Z",false
"Fix bugs 190","Migrate data to new database.","",false
"Write tests 190","","",true
"Deploy application 190","The fish is hungry so give him some food.","",false
"Backup database 190","Need to wash all dirty clothes before Friday.","",false
"Schedule meeting 190","Buy milk, eggs, bread, and vegetables.","2026-11-26T05:00:00.000Z",true
"Send email 190","Call to catch up and discuss plans.","",true
"Pay bills 190","Check and approve pending pull requests.","",false
"Clean house 190","Update API documentation with new endpoints.","",false
"Exercise 190","Fix critical bugs reported by users.","",false
"Read book 190","Write unit tests for new features.","2026-02-02T05:00:00.000Z",false
"Learn new skill 190","Deploy latest version to production.","",false
"Organize files 190","Backup all important database records.","",false
"Update resume 190","Schedule meeting with team leads.","",true
"Plan vacation 190","Send follow-up email to clients.","",false
"Water plants 190","Pay rent and utility bills.","2026-10-29T04:00:00.000Z",false
"Walk the dog 190","Deep clean the house.","",true
"Prepare presentation 190","Go for a 30-minute jog or run.","",true
"Code review 190","Finish reading current book.","",false
"Database migration 190","Learn React or Vue.js fundamentals.","",true
"Feed the fish 191","Organize project files and folders.","2026-11-26T05:00:00.000Z",false
"Wash my clothes 191","Update resume with recent projects.","",false
"Buy groceries 191","Book flights and hotel for vacation.","",false
"Call mom 191","Water indoor plants.","",true
"Review pull requests 191","Take dog for a walk in the park.","",false
"Update documentation 191","Create slides for presentation.","2026-11-30T05:00:00.000Z",false
"Fix bugs 191","Review code for security issues.","",true
"Write tests 191","Migrate data to new database.","",false
"Deploy application 191","","",true
"Backup database 191","The fish is hungry so give him some food.","",true
"Schedule meeting 191","Need to wash all dirty clothes before Friday.","2026-07-31T04:00:00.000Z",false
"Send email 191","Buy milk, eggs, bread, and vegetables.","",false
"Pay bills 191","Call to catch up and discuss plans.","",false
"Clean house 191","Check and approve pending pull requests.","",false
"Exercise 191","Update API documentation with new endpoints.","",false
"Read book 191","Fix critical bugs reported by users.","2026-08-25T04:00:00.000Z",true
"Learn new skill 191","Write unit tests for new features.","",false
"Organize files 191","Deploy latest version to production.","",false
"Update resume 191","Backup all important database records.","",false
"Plan vacation 191","Schedule meeting with team leads.","",false
"Water plants 191","Send follow-up email to clients.","2026-06-24T04:00:00.000Z",false
"Walk the dog 191","Pay rent and utility bills.","",false
"Prepare presentation 191","Deep clean the house.","",false
"Code review 191","Go for a 30-minute jog or run.","",false
"Database migration 191","Finish reading current book.","",false
"Feed the fish 192","Learn React or Vue.js fundamentals.","2026-02-05T05:00:00.000Z",true
"Wash my clothes 192","Organize project files and folders.","",true
"Buy groceries 192","Update resume with recent projects.","",false
"Call mom 192","Book flights and hotel for vacation.","",false
"Review pull requests 192","Water indoor plants.","",true
"Update documentation 192","Take dog for a walk in the park.","2026-09-15T04:00:00.000Z",true
"Fix bugs 192","Create slides for presentation.","",false
"Write tests 192","Review code for security issues.","",false
"Deploy application 192","Migrate data to new database.","",false
"Backup database 192","","",false
"Schedule meeting 192","The fish is hungry so give him some food.","2026-09-07T04:00:00.000Z",false
"Send email 192","Need to wash all dirty clothes before Friday.","",false
"Pay bills 192","Buy milk, eggs, bread, and vegetables.","",false
"Clean house 192","Call to catch up and discuss plans.","",true
"Exercise 192","Check and approve pending pull requests.","",false
"Read book 192","Update API documentation with new endpoints.","2026-05-26T04:00:00.000Z",false
"Learn new skill 192","Fix critical bugs reported by users.","",false
"Organize files 192","Write unit tests for new features.","",false
"Update resume 192","Deploy latest version to production.","",false
"Plan vacation 192","Backup all important database records.","",true
"Water plants 192","Schedule meeting with team leads.","2026-03-28T04:00:00.000Z",false
"Walk the dog 192","Send follow-up email to clients.","",false
"Prepare presentation 192","Pay rent and utility bills.","",false
"Code review 192","Deep clean the house.","",false
"Database migration 192","Go for a 30-minute jog or run.","",false
"Feed the fish 193","Finish reading current book.","2026-05-07T04:00:00.000Z",true
"Wash my clothes 193","Learn React or Vue.js fundamentals.","",false
"Buy groceries 193","Organize project files and folders.","",false
"Call mom 193","Update resume with recent projects.","",false
"Review pull requests 193","Book flights and hotel for vacation.","",true
"Update documentation 193","Water indoor plants.","2026-05-28T04:00:00.000Z",true
"Fix bugs 193","Take dog for a walk in the park.","",false
"Write tests 193","Create slides for presentation.","",false
"Deploy application 193","Review code for security issues.","",true
"Backup database 193","Migrate data to new database.","",true
"Schedule meeting 193","","2026-01-07T05:00:00.000Z",false
"Send email 193","The fish is hungry so give him some food.","",false
"Pay bills 193","Need to wash all dirty clothes before Friday.","",false
"Clean house 193","Buy milk, eggs, bread, and vegetables.","",false
"Exercise 193","Call to catch up and discuss plans.","",true
"Read book 193","Check and approve pending pull requests.","2026-01-12T05:00:00.000Z",true
"Learn new skill 193","Update API documentation with new endpoints.","",false
"Organize files 193","Fix critical bugs reported by users.","",false
"Update resume 193","Write unit tests for new features.","",true
"Plan vacation 193","Deploy latest version to production.","",true
"Water plants 193","Backup all important database records.","2026-11-14T05:00:00.000Z",false
"Walk the dog 193","Schedule meeting with team leads.","",true
"Prepare presentation 193","Send follow-up email to clients.","",false
"Code review 193","Pay rent and utility bills.","",true
"Database migration 193","Deep clean the house.","",false
"Feed the fish 194","Go for a 30-minute jog or run.","2026-04-18T04:00:00.000Z",true
"Wash my clothes 194","Finish reading current book.","",false
"Buy groceries 194","Learn React or Vue.js fundamentals.","",false
"Call mom 194","Organize project files and folders.","",false
"Review pull requests 194","Update resume with recent projects.","",false
"Update documentation 194","Book flights and hotel for vacation.","2026-11-08T05:00:00.000Z",false
"Fix bugs 194","Water indoor plants.","",false
"Write tests 194","Take dog for a walk in the park.","",false
"Deploy application 194","Create slides for presentation.","",false
"Backup database 194","Review code for security issues.","",false
"Schedule meeting 194","Migrate data to new database.","2026-11-11T05:00:00.000Z",true
"Send email 194","","",true
"Pay bills 194","The fish is hungry so give him some food.","",true
"Clean house 194","Need to wash all dirty clothes before Friday.","",true
"Exercise 194","Buy milk, eggs, bread, and vegetables.","",false
"Read book 194","Call to catch up and discuss plans.","2026-11-15T05:00:00.000Z",false
"Learn new skill 194","Check and approve pending pull requests.","",false
"Organize files 194","Update API documentation with new endpoints.","",false
"Update resume 194","Fix critical bugs reported by users.","",false
"Plan vacation 194","Write unit tests for new features.","",false
"Water plants 194","Deploy latest version to production.","2026-06-13T04:00:00.000Z",false
"Walk the dog 194","Backup all important database records.","",false
"Prepare presentation 194","Schedule meeting with team leads.","",false
"Code review 194","Send follow-up email to clients.","",false
"Database migration 194","Pay rent and utility bills.","",false
"Feed the fish 195","Deep clean the house.","2026-11-18T05:00:00.000Z",true
"Wash my clothes 195","Go for a 30-minute jog or run.","",false
"Buy groceries 195","Finish reading current book.","",true
"Call mom 195","Learn React or Vue.js fundamentals.","",false
"Review pull requests 195","Organize project files and folders.","",false
"Update documentation 195","Update resume with recent projects.","2026-08-28T04:00:00.000Z",false
"Fix bugs 195","Book flights and hotel for vacation.","",false
"Write tests 195","Water indoor plants.","",true
"Deploy application 195","Take dog for a walk in the park.","",false
"Backup database 195","Create slides for presentation.","",true
"Schedule meeting 195","Review code for security issues.","2026-12-17T05:00:00.000Z",true
"Send email 195","Migrate data to new database.","",false
"Pay bills 195","","",false
"Clean house 195","The fish is hungry so give him some food.","",false
"Exercise 195","Need to wash all dirty clothes before Friday.","",false
"Read book 195","Buy milk, eggs, bread, and vegetables.","2026-10-20T04:00:00.000Z",true
"Learn new skill 195","Call to catch up and discuss plans.","",true
"Organize files 195","Check and approve pending pull requests.","",false
"Update resume 195","Update API documentation with new endpoints.","",false
"Plan vacation 195","Fix critical bugs reported by users.","",true
"Water plants 195","Write unit tests for new features.","2026-01-04T05:00:00.000Z",false
"Walk the dog 195","Deploy latest version to production.","",false
"Prepare presentation 195","Backup all important database records.","",true
"Code review 195","Schedule meeting with team leads.","",true
"Database migration 195","Send follow-up email to clients.","",false
"Feed the fish 196","Pay rent and utility bills.","2026-01-06T05:00:00.000Z",false
"Wash my clothes 196","Deep clean the house.","",false
"Buy groceries 196","Go for a 30-minute jog or run.","",false
"Call mom 196","Finish reading current book.","",true
"Review pull requests 196","Learn React or Vue.js fundamentals.","",true
"Update documentation 196","Organize project files and folders.","2026-09-19T04:00:00.000Z",false
"Fix bugs 196","Update resume with recent projects.","",false
"Write tests 196","Book flights and hotel for vacation.","",true
"Deploy application 196","Water indoor plants.","",false
"Backup database 196","Take dog for a walk in the park.","",false
"Schedule meeting 196","Create slides for presentation.","2026-01-17T05:00:00.000Z",false
"Send email 196","Review code for security issues.","",false
"Pay bills 196","Migrate data to new database.","",false
"Clean house 196","","",false
"Exercise 196","The fish is hungry so give him some food.","",true
"Read book 196","Need to wash all dirty clothes before Friday.","2026-03-07T05:00:00.000Z",false
"Learn new skill 196","Buy milk, eggs, bread, and vegetables.","",true
"Organize files 196","Call to catch up and discuss plans.","",true
"Update resume 196","Check and approve pending pull requests.","",false
"Plan vacation 196","Update API documentation with new endpoints.","",true
"Water plants 196","Fix critical bugs reported by users.","2026-06-12T04:00:00.000Z",true
"Walk the dog 196","Write unit tests for new features.","",false
"Prepare presentation 196","Deploy latest version to production.","",true
"Code review 196","Backup all important database records.","",true
"Database migration 196","Schedule meeting with team leads.","",false
"Feed the fish 197","Send follow-up email to clients.","2026-06-21T04:00:00.000Z",false
"Wash my clothes 197","Pay rent and utility bills.","",false
"Buy groceries 197","Deep clean the house.","",false
"Call mom 197","Go for a 30-minute jog or run.","",false
"Review pull requests 197","Finish reading current book.","",false
"Update documentation 197","Learn React or Vue.js fundamentals.","2026-08-14T04:00:00.000Z",false
"Fix bugs 197","Organize project files and folders.","",false
"Write tests 197","Update resume with recent projects.","",false
"Deploy application 197","Book flights and hotel for vacation.","",false
"Backup database 197","Water indoor plants.","",false
"Schedule meeting 197","Take dog for a walk in the park.","2026-09-08T04:00:00.000Z",true
"Send email 197","Create slides for presentation.","",false
"Pay bills 197","Review code for security issues.","",false
"Clean house 197","Migrate data to new database.","",false
"Exercise 197","","",false
"Read book 197","The fish is hungry so give him some food.","2026-07-13T04:00:00.000Z",false
"Learn new skill 197","Need to wash all dirty clothes before Friday.","",false
"Organize files 197","Buy milk, eggs, bread, and vegetables.","",false
"Update resume 197","Call to catch up and discuss plans.","",false
"Plan vacation 197","Check and approve pending pull requests.","",false
"Water plants 197","Update API documentation with new endpoints.","2026-09-13T04:00:00.000Z",false
"Walk the dog 197","Fix critical bugs reported by users.","",true
"Prepare presentation 197","Write unit tests for new features.","",false
"Code review 197","Deploy latest version to production.","",true
"Database migration 197","Backup all important database records.","",false
"Feed the fish 198","Schedule meeting with team leads.","2026-11-11T05:00:00.000Z",false
"Wash my clothes 198","Send follow-up email to clients.","",true
"Buy groceries 198","Pay rent and utility bills.","",false
"Call mom 198","Deep clean the house.","",true
"Review pull requests 198","Go for a 30-minute jog or run.","",false
"Update documentation 198","Finish reading current book.","2026-08-25T04:00:00.000Z",false
"Fix bugs 198","Learn React or Vue.js fundamentals.","",true
"Write tests 198","Organize project files and folders.","",false
"Deploy application 198","Update resume with recent projects.","",false
"Backup database 198","Book flights and hotel for vacation.","",false
"Schedule meeting 198","Water indoor plants.","2026-08-11T04:00:00.000Z",false
"Send email 198","Take dog for a walk in the park.","",false
"Pay bills 198","Create slides for presentation.","",false
"Clean house 198","Review code for security issues.","",false
"Exercise 198","Migrate data to new database.","",false
"Read book 198","","2026-06-24T04:00:00.000Z",false
"Learn new skill 198","The fish is hungry so give him some food.","",false
"Organize files 198","Need to wash all dirty clothes before Friday.","",false
"Update resume 198","Buy milk, eggs, bread, and vegetables.","",false
"Plan vacation 198","Call to catch up and discuss plans.","",false
"Water plants 198","Check and approve pending pull requests.","2026-01-27T05:00:00.000Z",false
"Walk the dog 198","Update API documentation with new endpoints.","",false
"Prepare presentation 198","Fix critical bugs reported by users.","",true
"Code review 198","Write unit tests for new features.","",true
"Database migration 198","Deploy latest version to production.","",true
"Feed the fish 199","Backup all important database records.","2026-06-29T04:00:00.000Z",false
"Wash my clothes 199","Schedule meeting with team leads.","",false
"Buy groceries 199","Send follow-up email to clients.","",true
"Call mom 199","Pay rent and utility bills.","",true
"Review pull requests 199","Deep clean the house.","",false
"Update documentation 199","Go for a 30-minute jog or run.","2026-01-06T05:00:00.000Z",false
"Fix bugs 199","Finish reading current book.","",true
"Write tests 199","Learn React or Vue.js fundamentals.","",false
"Deploy application 199","Organize project files and folders.","",false
"Backup database 199","Update resume with recent projects.","",false
"Schedule meeting 199","Book flights and hotel for vacation.","2026-02-20T05:00:00.000Z",false
"Send email 199","Water indoor plants.","",false
"Pay bills 199","Take dog for a walk in the park.","",false
"Clean house 199","Create slides for presentation.","",false
"Exercise 199","Review code for security issues.","",false
"Read book 199","Migrate data to new database.","2026-05-26T04:00:00.000Z",false
"Learn new skill 199","","",false
"Organize files 199","The fish is hungry so give him some food.","",true
"Update resume 199","Need to wash all dirty clothes before Friday.","",false
"Plan vacation 199","Buy milk, eggs, bread, and vegetables.","",false
"Water plants 199","Call to catch up and discuss plans.","2026-05-27T04:00:00.000Z",true
"Walk the dog 199","Check and approve pending pull requests.","",false
"Prepare presentation 199","Update API documentation with new endpoints.","",false
"Code review 199","Fix critical bugs reported by users.","",false
"Database migration 199","Write unit tests for new features.","",false
"Feed the fish 200","Deploy latest version to production.","2026-03-28T04:00:00.000Z",true
"Wash my clothes 200","Backup all important database records.","",false
"Buy groceries 200","Schedule meeting with team leads.","",false
"Call mom 200","Send follow-up email to clients.","",false
"Review pull requests 200","Pay rent and utility bills.","",false
"Update documentation 200","Deep clean the house.","2026-01-18T05:00:00.000Z",true
"Fix bugs 200","Go for a 30-minute jog or run.","",false
"Write tests 200","Finish reading current book.","",false
"Deploy application 200","Learn React or Vue.js fundamentals.","",false
"Backup database 200","Organize project files and folders.","",false
"Schedule meeting 200","Update resume with recent projects.","2026-03-27T04:00:00.000Z",false
"Send email 200","Book flights and hotel for vacation.","",true
"Pay bills 200","Water indoor plants.","",false
"Clean house 200","Take dog for a walk in the park.","",true
"Exercise 200","Create slides for presentation.","",false
"Read book 200","Review code for security issues.","2026-09-01T04:00:00.000Z",false
"Learn new skill 200","Migrate data to new database.","",false
"Organize files 200","","",false
"Update resume 200","The fish is hungry so give him some food.","",false
"Plan vacation 200","Need to wash all dirty clothes before Friday.","",false
"Water plants 200","Buy milk, eggs, bread, and vegetables.","2026-08-15T04:00:00.000Z",true
"Walk the dog 200","Call to catch up and discuss plans.","",false
"Prepare presentation 200","Check and approve pending pull requests.","",false
"Code review 200","Update API documentation with new endpoints.","",false
"Database migration 200","Fix critical bugs reported by users.","",true
"Feed the fish 201","Write unit tests for new features.","2026-12-19T05:00:00.000Z",false
"Wash my clothes 201","Deploy latest version to production.","",false
"Buy groceries 201","Backup all important database records.","",false
"Call mom 201","Schedule meeting with team leads.","",false
"Review pull requests 201","Send follow-up email to clients.","",false
"Update documentation 201","Pay rent and utility bills.","2026-02-01T05:00:00.000Z",false
"Fix bugs 201","Deep clean the house.","",true
"Write tests 201","Go for a 30-minute jog or run.","",false
"Deploy application 201","Finish reading current book.","",false
"Backup database 201","Learn React or Vue.js fundamentals.","",false
"Schedule meeting 201","Organize project files and folders.","2026-01-01T05:00:00.000Z",false
"Send email 201","Update resume with recent projects.","",false
"Pay bills 201","Book flights and hotel for vacation.","",true
"Clean house 201","Water indoor plants.","",false
"Exercise 201","Take dog for a walk in the park.","",false
"Read book 201","Create slides for presentation.","2026-01-22T05:00:00.000Z",true
"Learn new skill 201","Review code for security issues.","",false
"Organize files 201","Migrate data to new database.","",true
"Update resume 201","","",false
"Plan vacation 201","The fish is hungry so give him some food.","",true
"Water plants 201","Need to wash all dirty clothes before Friday.","2026-01-18T05:00:00.000Z",false
"Walk the dog 201","Buy milk, eggs, bread, and vegetables.","",false
"Prepare presentation 201","Call to catch up and discuss plans.","",true
"Code review 201","Check and approve pending pull requests.","",false
"Database migration 201","Update API documentation with new endpoints.","",true
"Feed the fish 202","Fix critical bugs reported by users.","2026-03-23T04:00:00.000Z",true
"Wash my clothes 202","Write unit tests for new features.","",false
"Buy groceries 202","Deploy latest version to production.","",false
"Call mom 202","Backup all important database records.","",false
"Review pull requests 202","Schedule meeting with team leads.","",true
"Update documentation 202","Send follow-up email to clients.","2026-09-05T04:00:00.000Z",false
"Fix bugs 202","Pay rent and utility bills.","",false
"Write tests 202","Deep clean the house.","",false
"Deploy application 202","Go for a 30-minute jog or run.","",false
"Backup database 202","Finish reading current book.","",false
"Schedule meeting 202","Learn React or Vue.js fundamentals.","2026-02-03T05:00:00.000Z",false
"Send email 202","Organize project files and folders.","",true
"Pay bills 202","Update resume with recent projects.","",false
"Clean house 202","Book flights and hotel for vacation.","",false
"Exercise 202","Water indoor plants.","",false
"Read book 202","Take dog for a walk in the park.","2026-07-08T04:00:00.000Z",false
"Learn new skill 202","Create slides for presentation.","",true
"Organize files 202","Review code for security issues.","",false
"Update resume 202","Migrate data to new database.","",false
"Plan vacation 202","","",true
"Water plants 202","The fish is hungry so give him some food.","2026-11-27T05:00:00.000Z",false
"Walk the dog 202","Need to wash all dirty clothes before Friday.","",false
"Prepare presentation 202","Buy milk, eggs, bread, and vegetables.","",true
"Code review 202","Call to catch up and discuss plans.","",false
"Database migration 202","Check and approve pending pull requests.","",false
"Feed the fish 203","Update API documentation with new endpoints.","2026-07-29T04:00:00.000Z",true
"Wash my clothes 203","Fix critical bugs reported by users.","",false
"Buy groceries 203","Write unit tests for new features.","",false
"Call mom 203","Deploy latest version to production.","",false
"Review pull requests 203","Backup all important database records.","",true
"Update documentation 203","Schedule meeting with team leads.","2026-11-07T05:00:00.000Z",false
"Fix bugs 203","Send follow-up email to clients.","",false
"Write tests 203","Pay rent and utility bills.","",false
"Deploy application 203","Deep clean the house.","",true
"Backup database 203","Go for a 30-minute jog or run.","",false
"Schedule meeting 203","Finish reading current book.","2026-06-17T04:00:00.000Z",false
"Send email 203","Learn React or Vue.js fundamentals.","",false
"Pay bills 203","Organize project files and folders.","",true
"Clean house 203","Update resume with recent projects.","",false
"Exercise 203","Book flights and hotel for vacation.","",false
"Read book 203","Water indoor plants.","2026-03-02T05:00:00.000Z",false
"Learn new skill 203","Take dog for a walk in the park.","",false
"Organize files 203","Create slides for presentation.","",false
"Update resume 203","Review code for security issues.","",true
"Plan vacation 203","Migrate data to new database.","",true
"Water plants 203","","2026-03-21T04:00:00.000Z",false
"Walk the dog 203","The fish is hungry so give him some food.","",false
"Prepare presentation 203","Need to wash all dirty clothes before Friday.","",false
"Code review 203","Buy milk, eggs, bread, and vegetables.","",false
"Database migration 203","Call to catch up and discuss plans.","",false
"Feed the fish 204","Check and approve pending pull requests.","2026-01-25T05:00:00.000Z",false
"Wash my clothes 204","Update API documentation with new endpoints.","",false
"Buy groceries 204","Fix critical bugs reported by users.","",true
"Call mom 204","Write unit tests for new features.","",false
"Review pull requests 204","Deploy latest version to production.","",false
"Update documentation 204","Backup all important database records.","2026-11-14T05:00:00.000Z",false
"Fix bugs 204","Schedule meeting with team leads.","",false
"Write tests 204","Send follow-up email to clients.","",false
"Deploy application 204","Pay rent and utility bills.","",true
"Backup database 204","Deep clean the house.","",false
"Schedule meeting 204","Go for a 30-minute jog or run.","2026-02-21T05:00:00.000Z",false
"Send email 204","Finish reading current book.","",false
"Pay bills 204","Learn React or Vue.js fundamentals.","",false
"Clean house 204","Organize project files and folders.","",false
"Exercise 204","Update resume with recent projects.","",true
"Read book 204","Book flights and hotel for vacation.","2026-08-31T04:00:00.000Z",false
"Learn new skill 204","Water indoor plants.","",true
"Organize files 204","Take dog for a walk in the park.","",true
"Update resume 204","Create slides for presentation.","",true
"Plan vacation 204","Review code for security issues.","",false
"Water plants 204","Migrate data to new database.","2026-01-31T05:00:00.000Z",false
"Walk the dog 204","","",true
"Prepare presentation 204","The fish is hungry so give him some food.","",true
"Code review 204","Need to wash all dirty clothes before Friday.","",false
"Database migration 204","Buy milk, eggs, bread, and vegetables.","",false
"Feed the fish 205","Call to catch up and discuss plans.","2026-07-10T04:00:00.000Z",false
"Wash my clothes 205","Check and approve pending pull requests.","",false
"Buy groceries 205","Update API documentation with new endpoints.","",true
"Call mom 205","Fix critical bugs reported by users.","",true
"Review pull requests 205","Write unit tests for new features.","",false
"Update documentation 205","Deploy latest version to production.","2026-08-08T04:00:00.000Z",true
"Fix bugs 205","Backup all important database records.","",true
"Write tests 205","Schedule meeting with team leads.","",false
"Deploy application 205","Send follow-up email to clients.","",true
"Backup database 205","Pay rent and utility bills.","",false
"Schedule meeting 205","Deep clean the house.","2026-07-07T04:00:00.000Z",true
"Send email 205","Go for a 30-minute jog or run.","",false
"Pay bills 205","Finish reading current book.","",false
"Clean house 205","Learn React or Vue.js fundamentals.","",false
"Exercise 205","Organize project files and folders.","",true
"Read book 205","Update resume with recent projects.","2026-09-18T04:00:00.000Z",false
"Learn new skill 205","Book flights and hotel for vacation.","",false
"Organize files 205","Water indoor plants.","",false
"Update resume 205","Take dog for a walk in the park.","",true
"Plan vacation 205","Create slides for presentation.","",false
"Water plants 205","Review code for security issues.","2026-12-03T05:00:00.000Z",false
"Walk the dog 205","Migrate data to new database.","",false
"Prepare presentation 205","","",false
"Code review 205","The fish is hungry so give him some food.","",true
"Database migration 205","Need to wash all dirty clothes before Friday.","",true
"Feed the fish 206","Buy milk, eggs, bread, and vegetables.","2026-01-25T05:00:00.000Z",false
"Wash my clothes 206","Call to catch up and discuss plans.","",false
"Buy groceries 206","Check and approve pending pull requests.","",false
"Call mom 206","Update API documentation with new endpoints.","",false
"Review pull requests 206","Fix critical bugs reported by users.","",false
"Update documentation 206","Write unit tests for new features.","2026-05-12T04:00:00.000Z",false
"Fix bugs 206","Deploy latest version to production.","",false
"Write tests 206","Backup all important database records.","",true
"Deploy application 206","Schedule meeting with team leads.","",false
"Backup database 206","Send follow-up email to clients.","",false
"Schedule meeting 206","Pay rent and utility bills.","2026-07-27T04:00:00.000Z",false
"Send email 206","Deep clean the house.","",false
"Pay bills 206","Go for a 30-minute jog or run.","",false
